1,0,2.186969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.509403,2.103712
1,1,1.627679,0.000001,0.000000,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,5.588968,2.103712
1,2,0.923116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.169708,2.103712
1,3,0.601715,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.066111,2.103712
1,4,0.706542,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.426057,2.103712
1,5,0.320133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.099242,2.103712
2,0,2.253946,1.261781,1.091392,2.937787,1.264472,1.736551,0.000000,1.292337,4.054006,1.520599,2.915253,0.000000,3.661148,1.333001
2,1,1.315498,1.182600,2.078040,2.765976,1.431685,0.798672,0.000000,0.395408,0.469685,1.481741,0.943927,0.000000,1.011896,1.333001
2,2,1.394062,0.380317,0.973645,2.113642,0.945604,1.764784,0.000000,1.510370,2.083644,1.173196,1.421278,0.000000,1.723619,1.333001
2,3,0.957650,0.194839,0.402866,0.497990,0.608048,0.786859,0.000000,2.557405,0.542904,0.309121,1.372011,0.000000,0.675304,1.333001
2,4,0.631600,0.082370,0.780792,0.347888,1.275266,0.560489,0.000000,0.082370,0.141409,1.341900,0.394977,0.000000,0.345929,1.333001
2,5,0.207432,0.000000,0.000000,0.000000,0.000000,0.125196,0.000000,0.027322,0.027322,0.637115,0.125435,0.000000,0.276417,1.333001
3,0,3.338464,0.000000,0.000000,0.000000,0.000000,1.569508,0.000000,4.931146,8.849627,2.945901,2.122443,0.000000,2.704097,2.775025
3,1,0.805332,0.000000,0.000000,0.000000,0.000000,0.418175,0.000000,1.217847,1.012907,0.878905,1.112588,0.000000,1.653783,2.775025
3,2,3.495858,0.000000,0.000000,0.000000,0.000000,0.978938,0.000000,7.185419,9.023955,1.174287,1.105786,0.000000,1.675659,2.775025
3,3,1.133893,0.000000,0.000000,0.000000,0.000000,0.603496,0.000000,2.589284,1.424835,0.914049,0.778446,0.000000,1.874472,2.775025
3,4,0.555083,0.000000,0.000000,0.000000,0.000000,0.252451,0.000000,1.346502,0.759490,0.568827,0.624960,0.000000,0.541647,2.775025
